time,flow,temp,salt,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,OGM_poc,OGM_doc,PHY_phy03,PHY_phy07,PHY_phy08
1997-03-27,25.3375837037,14,0.376196,334.625,0,0.857142857,216.4285714,1.322580645,0,0,0,0,0,0,0,0,0
1997-03-28,24.2855480556,14,0.370076,334.65625,0,0.642857143,207.8571429,1.35483871,0,0,0,0,0,0,0,0,0
1997-03-29,23.4103234606,14,0.370076,334.65625,0,2.285714286,202.1428571,1.225806452,0,0,0,0,0,0,0,0,0
1997-03-30,23.2114477083,15,0.344984,327.46875,0,1.071428571,196.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1997-03-31,22.4282804745,15,0.358448,327.4375,0,1.142857143,187.8571429,1.322580645,0,0,0,0,0,0,0,0,0
1997-04-01,21.005435544,15,0.345596,327.46875,0,1.214285714,157.8571429,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-02,20.4885430787,16,0.340088,320.53125,0,1.571428571,153.5714286,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-03,21.1302211921,17,0.349268,313.8125,0,2.5,160,2,0,0,0,0,0,0,0,0,0
1997-04-04,20.700985706,17,0.343148,313.8125,0,0.642857143,161.4285714,2,0,0,0,0,0,0,0,0,0
1997-04-05,20.7542735417,17,0.333356,313.84375,0,0.642857143,158.5714286,1.64516129,0,0,0,0,0,0,0,0,0
1997-04-06,22.583623287,15,0.335192,327.5,0,2.5,155.7142857,2.483870968,0,0,0,0,0,0,0,0,0
1997-04-07,21.4351266088,15,0.348044,327.46875,0,3.428571429,151.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1997-04-08,23.7583965509,15,0.339476,327.5,0,2.928571429,132.8571429,1.483870968,0,0,0,0,0,0,0,0,0
1997-04-09,27.8868994792,15,0.3407,327.46875,0,3.214285714,140,1.548387097,0,0,0,0,0,0,0,0,0
1997-04-10,32.0439833912,14.5,0.315608,331.125,0,3.142857143,127.1428571,1.870967742,0,0,0,0,0,0,0,0,0
1997-04-11,30.2396311343,14.5,0.324788,331.09375,0,2.285714286,135.7142857,1.967741935,0,0,0,0,0,0,0,0,0
1997-04-12,27.3400228125,14,0.33458,334.71875,0,1.642857143,152.1428571,1.516129032,0,0,0,0,0,0,0,0,0
1997-04-13,26.3500741898,16,0.338252,320.53125,0,1,145.7142857,1.290322581,0,0,0,0,0,0,0,0,0
1997-04-14,25.3932993866,16,0.326624,320.5625,0,0.285714286,140.7142857,0.774193548,0,0,0,0,0,0,0,0,0
1997-04-15,24.7913046991,16,0.342536,320.53125,0,0.285714286,162.1428571,1.387096774,0,0,0,0,0,0,0,0,0
1997-04-16,24.2061180671,15.5,0.33458,323.96875,0,0.285714286,180,1.451612903,0,0,0,0,0,0,0,0,0
1997-04-17,23.6520094329,15.5,0.31316,324.03125,0,0.285714286,142.8571429,1.741935484,0,0,0,0,0,0,0,0,0
1997-04-18,23.1494935185,15.69230769,0.33152,322.65625,0,0.5,149.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1997-04-19,22.5441118519,16.07692308,0.335804,320,0,0.857142857,171.4285714,1.806451613,0,0,0,0,0,0,0,0,0
1997-04-20,21.644752419,16.15384615,0.30704,319.53125,0,0.285714286,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1997-04-21,20.9322710995,16.23076923,0.315608,319,0,0.285714286,130,1.483870968,0,0,0,0,0,0,0,0,0
1997-04-22,21.0249678125,16.30769231,0.310712,318.5,0,0.214285714,122.8571429,1.129032258,0,0,0,0,0,0,0,0,0
1997-04-23,21.3043753704,16.38461538,0.307652,317.96875,0,0.214285714,117.8571429,1.096774194,0,0,0,0,0,0,0,0,0
1997-04-24,20.0257522685,16.46153846,0.301532,317.46875,0,1.642857143,127.1428571,1.129032258,0,0,0,0,0,0,0,0,0
1997-04-25,19.483568669,16.53846154,0.302144,316.96875,0,0.428571429,127.8571429,1.35483871,0,0,0,0,0,0,0,0,0
1997-04-26,20.4518210301,16.61538462,0.297248,316.46875,0,0.285714286,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-04-27,20.3075114583,16.69230769,0.292964,315.9375,0,0.285714286,119.2857143,0.580645161,0,0,0,0,0,0,0,0,0
1997-04-28,20.1018114236,16.76923077,0.2977988,315.4375,0,0.857142857,119.0714286,0.838709677,0,0,0,0,0,0,0,0,0
1997-04-29,19.161683669,16.84615385,0.2960852,314.9375,0,1.428571429,118.7857143,1.064516129,0,0,0,0,0,0,0,0,0
1997-04-30,19.0492262037,16.92307692,0.300308,314.40625,0,2,118.5714286,1.322580645,0,0,0,0,0,0,0,0,0
1997-05-01,18.5895439699,16.97435897,0.343148,314,0,1.142857143,121.4285714,1,0,0,0,0,0,0,0,0,0
1997-05-02,17.0428782176,17,0.3254,313.84375,0,0.785714286,174.2857143,1.129032258,0,0,0,0,0,0,0,0,0
1997-05-03,16.707048588,17,0.3192188,313.875,0,2.428571429,161.4285714,1.225806452,0,0,0,0,0,0,0,0,0
1997-05-04,17.6805108565,18,0.325706,307.40625,0,4,148.5714286,1.290322581,0,0,0,0,0,0,0,0,0
1997-05-05,17.1700608912,18,0.329684,307.40625,0,5.642857143,135.7142857,1.387096774,0,0,0,0,0,0,0,0,0
1997-05-06,15.5169410417,18,0.308876,307.4375,0,2.214285714,112.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-05-07,14.7283406366,18,0.306428,307.4375,0,2.071428571,45,1,0,0,0,0,0,0,0,0,0
1997-05-08,14.2001795833,18,0.311324,307.4375,0,3.285714286,101.4285714,1.419354839,0,0,0,0,0,0,0,0,0
1997-05-09,13.5413384144,18.11111111,0.298472,306.75,0,1.928571429,111.4285714,1.290322581,0,0,0,0,0,0,0,0,0
1997-05-10,13.6747938426,18.33333333,0.299696,305.34375,0,2.071428571,109.2857143,3.548387097,0,0,0,0,0,0,0,0,0
1997-05-11,13.6482051505,18.66666667,0.297248,303.28125,0,1.857142857,110.7142857,1.483870968,0,0,0,0,0,0,0,0,0
1997-05-12,13.3105520486,19,0.29786,301.21875,0,1.928571429,112.1428571,1.419354839,0,0,0,0,0,0,0,0,0
1997-05-13,12.9211374769,19.33333333,0.299696,299.1875,0,0,95.71428571,0.580645161,0,0,0,0,0,0,0,0,0
1997-05-14,13.0589434838,19.66666667,0.301532,297.1875,0,0.071428571,92.85714286,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-15,13.1481189583,19.88888889,0.29786,295.875,0,1.428571429,113.5714286,1.258064516,0,0,0,0,0,0,0,0,0
1997-05-16,12.7848601505,20,0.30092,295.21875,0,0.071428571,117.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-05-17,13.5330915278,20,0.300308,295.21875,0,0.857142857,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1997-05-18,13.5562248264,19,0.294188,301.21875,0,1.285714286,112.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-19,13.4951676505,19.25,0.308264,299.6875,0,0.785714286,95,0.612903226,0,0,0,0,0,0,0,0,0
1997-05-20,13.6836295139,19.25,0.316832,299.65625,0,0.357142857,101.4285714,0.580645161,0,0,0,0,0,0,0,0,0
1997-05-21,13.4056994676,19.25,0.321116,299.65625,0,0.642857143,94.28571429,0.677419355,0,0,0,0,0,0,0,0,0
1997-05-22,13.7001070602,19,0.322952,301.1875,0,1.5,97.14285714,0.612903226,0,0,0,0,0,0,0,0,0
1997-05-23,13.6831059722,19,0.32234,301.1875,0,0.857142857,101.4285714,0.741935484,0,0,0,0,0,0,0,0,0
1997-05-24,14.0195746759,19,0.316832,301.1875,0,1.071428571,100,0.870967742,0,0,0,0,0,0,0,0,0
1997-05-25,13.6803620718,19,0.311324,301.1875,0,1.071428571,99.28571429,0.838709677,0,0,0,0,0,0,0,0,0
1997-05-26,13.2016810648,19.5,0.315608,298.15625,0,0.857142857,94.28571429,1.032258065,0,0,0,0,0,0,0,0,0
1997-05-27,13.1345663079,19.5,0.318056,298.15625,0,0.142857143,100.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1997-05-28,11.88075375,20,0.311324,295.1875,0,0.214285714,97.85714286,1,0,0,0,0,0,0,0,0,0
1997-05-29,12.5366193866,20,0.300308,295.21875,0,0.357142857,100,0.193548387,0,0,0,0,0,0,0,0,0
1997-05-30,11.7158053819,20,0.29174,295.21875,0,0.357142857,109.2857143,0.516129032,0,0,0,0,0,0,0,0,0
1997-05-31,12.116411794,20,0.291128,295.25,0,0.5,99.28571429,0.451612903,0,0,0,0,0,0,0,0,0
1997-06-01,11.4756058021,20,0.292964,295.21875,0,0.214285714,107.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1997-06-02,10.8901900752,20,0.295412,295.21875,0,0.857142857,97.14285714,0.612903226,0,0,0,0,0,0,0,0,0
1997-06-03,10.783038353,20,0.295412,295.21875,0,1.571428571,101.4285714,0.709677419,0,0,0,0,0,0,0,0,0
1997-06-04,10.7965250255,20,0.302144,295.21875,0,2,102.1428571,0.774193548,0,0,0,0,0,0,0,0,0
1997-06-05,10.9655669734,22,0.290516,283.84375,0,0.714285714,117.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1997-06-06,10.8281434016,22,0.290516,283.84375,0,0.857142857,115.7142857,1.129032258,0,0,0,0,0,0,0,0,0
1997-06-07,11.1275047558,24,0.289292,273.21875,0,0.357142857,112.8571429,0.806451613,0,0,0,0,0,0,0,0,0
1997-06-08,10.7833983137,20,0.289292,295.25,0,0.428571429,123.5714286,1.096774194,0,0,0,0,0,0,0,0,0
1997-06-09,9.8366693762,20,0.23972,295.3125,0,1.214285714,125.7142857,1.096774194,0,0,0,0,0,0,0,0,0
1997-06-10,9.3665327593,20,0.296024,295.21875,0,4.285714286,127.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-06-11,9.4754356053,20,0.30092,295.21875,0,1.785714286,133.5714286,1.193548387,0,0,0,0,0,0,0,0,0
1997-06-12,9.9006044271,21,0.299696,289.4375,0,0.928571429,120,0.548387097,0,0,0,0,0,0,0,0,0
1997-06-13,9.3483162986,21,0.296024,289.4375,0,0.642857143,137.8571429,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-14,9.783219669,21,0.294188,289.4375,0,0.857142857,127.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1997-06-15,9.926606353,21,0.29174,289.4375,0,1,105,1.225806452,0,0,0,0,0,0,0,0,0
1997-06-16,9.5594685567,21,0.290516,289.4375,0,1.142857143,132.1428571,0.838709677,0,0,0,0,0,0,0,0,0
1997-06-17,8.7047202662,21.5,0.29174,286.625,0,1.071428571,75.71428571,0.580645161,0,0,0,0,0,0,0,0,0
1997-06-18,8.2621279826,21.5,0.3101,286.59375,0,0.5,90.71428571,1,0,0,0,0,0,0,0,0,0
1997-06-19,8.1991120868,22,0.2970032,283.84375,0,0.785714286,100.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-20,7.8418028461,22,0.3006752,283.84375,0,1.071428571,110.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1997-06-21,8.1022543368,23,0.304592,278.4375,0,1.357142857,120.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-06-22,7.9938238461,22,0.307805,283.8125,0,1.642857143,130.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1997-06-23,7.6323051586,22.5,0.317444,281.09375,0,1.928571429,140.7142857,0.903225806,0,0,0,0,0,0,0,0,0
1997-06-24,7.3542180231,22.5,0.321728,281.0625,0,3.714285714,165.7142857,1.838709677,0,0,0,0,0,0,0,0,0
1997-06-25,7.237008331,22.5,0.316832,281.09375,0,1.357142857,149.2857143,2.129032258,0,0,0,0,0,0,0,0,0
1997-06-26,6.9481882859,23,0.319892,278.40625,0,3.642857143,126.4285714,2.322580645,0,0,0,0,0,0,0,0,0
1997-06-27,6.712335765,23,0.322952,278.40625,0,3.142857143,120.7142857,2.64516129,0,0,0,0,0,0,0,0,0
1997-06-28,7.0073508796,24,0.321116,273.1875,0,1.785714286,125.7142857,2,0,0,0,0,0,0,0,0,0
1997-06-29,7.019565838,24,0.318668,273.1875,0,0.928571429,119.2857143,1.322580645,0,0,0,0,0,0,0,0,0
1997-06-30,6.4604028426,24,0.323564,273.1875,0,0.5,113.5714286,1.258064516,0,0,0,0,0,0,0,0,0
1997-07-01,6.3691035625,24,0.326624,273.15625,0,0.714285714,121.4285714,0.677419355,0,0,0,0,0,0,0,0,0
1997-07-02,5.9603967604,24,0.32846,273.15625,0,1.071428571,122.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1997-07-03,6.0465330706,24,0.3101,273.1875,0,1.285714286,127.8571429,1.290322581,0,0,0,0,0,0,0,0,0
1997-07-04,5.8997508241,24,0.318056,273.1875,0,0.928571429,127.8571429,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-05,6.4972902245,24,0.302144,273.21875,0,2.642857143,125,1.322580645,0,0,0,0,0,0,0,0,0
1997-07-06,6.5993639688,24,0.294188,273.21875,0,14.92857143,148.5714286,0.935483871,0,0,0,0,0,0,0,0,0
1997-07-07,6.0447628623,24,0.306428,273.1875,0,1.5,97.85714286,1.032258065,0,0,0,0,0,0,0,0,0
1997-07-08,5.6393931713,24,0.307652,273.1875,0,1.214285714,113.5714286,1.516129032,0,0,0,0,0,0,0,0,0
1997-07-09,5.6575813333,23.5,0.311936,275.78125,0,1.071428571,111.4285714,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-10,5.6462983843,23,0.311936,278.40625,0,2.285714286,139.2857143,1.032258065,0,0,0,0,0,0,0,0,0
1997-07-11,5.207819625,23,0.309488,278.40625,0,1.142857143,132.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1997-07-12,5.6253863877,23,0.311324,278.40625,0,1.071428571,137.8571429,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-13,5.4481105926,23,0.3101,278.40625,0,1.785714286,137.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-07-14,5.1166080845,23,0.31316,278.40625,0,2.071428571,137.8571429,1.741935484,0,0,0,0,0,0,0,0,0
1997-07-15,4.782786037,23,0.317444,278.40625,0,0.857142857,129.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1997-07-16,4.8754043831,23,0.321116,278.40625,0,1.214285714,136.4285714,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-17,5.3177664572,23.5,0.316832,275.78125,0,1.642857143,134.2857143,0.64516129,0,0,0,0,0,0,0,0,0
1997-07-18,4.9716148125,23.5,0.317444,275.78125,0,1.857142857,127.1428571,2.741935484,0,0,0,0,0,0,0,0,0
1997-07-19,5.1762900856,24,0.326624,273.15625,0,1.285714286,132.1428571,1.096774194,0,0,0,0,0,0,0,0,0
1997-07-20,5.6612315694,25,0.312548,268.15625,0,1,127.8571429,0.903225806,0,0,0,0,0,0,0,0,0
1997-07-21,5.2327325162,24.25,0.317444,271.90625,0,2.428571429,151.4285714,1.064516129,0,0,0,0,0,0,0,0,0
1997-07-22,4.9812137407,24.25,0.315608,271.90625,0,1.785714286,143.5714286,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-23,5.3168142222,23.75,0.316832,274.46875,0,2.142857143,158.5714286,1.161290323,0,0,0,0,0,0,0,0,0
1997-07-24,5.1422542674,24,0.321728,273.1875,0,8.642857143,152.1428571,1.483870968,0,0,0,0,0,0,0,0,0
1997-07-25,5.2506176319,24,0.347432,273.125,0,47.64285714,205,6.290322581,0,0,0,0,0,0,0,0,0
1997-07-26,5.5017680243,24,0.3254,273.1875,0,24.28571429,171.0714286,3.741935484,0,0,0,0,0,0,0,0,0
1997-07-27,6.2111959144,24,0.308264,273.1875,0,0.928571429,137.1428571,1.225806452,0,0,0,0,0,0,0,0,0
1997-07-28,5.5221960255,24,0.309488,273.1875,0,1.928571429,148.5714286,1.35483871,0,0,0,0,0,0,0,0,0
1997-07-29,5.5017377894,24,0.30398,273.21875,0,0.785714286,113.5714286,0.935483871,0,0,0,0,0,0,0,0,0
1997-07-30,5.2326630104,24,0.310712,273.1875,0,0.571428571,132.8571429,1.193548387,0,0,0,0,0,0,0,0,0
1997-07-31,5.1646320347,24,0.315608,273.1875,0,0.642857143,129.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1997-08-01,5.2818921921,24,0.310712,273.1875,0,0.714285714,144.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1997-08-02,5.38352689,24,0.306428,273.1875,0,1,145,1,0,0,0,0,0,0,0,0,0
1997-08-03,5.780053684,24,0.306428,273.1875,0,1.571428571,145.7142857,1.709677419,0,0,0,0,0,0,0,0,0
1997-08-04,5.6957122662,24,0.30092,273.21875,0,1.928571429,125,0.838709677,0,0,0,0,0,0,0,0,0
1997-08-05,5.4510371563,24,0.308264,273.1875,0,0.714285714,119.2857143,0.677419355,0,0,0,0,0,0,0,0,0
