time,flow,temp,salt,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,OGM_poc,OGM_doc,PHY_phy03,PHY_phy07,PHY_phy08
1998-10-30,7.6047138623,20,0.12852,295.53125,0,1.857142857,113.5714286,1.032258065,0,0,0,0,0,0,0,0,0
1998-10-31,8.4176804086,20,0.13158,295.5,0,1.142857143,119.2857143,0.870967742,0,0,0,0,0,0,0,0,0
1998-11-01,8.0534245,18,0.130662,307.75,0,1.571428571,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1998-11-02,7.4746837014,18,0.130968,307.75,0,3.285714286,120,2,0,0,0,0,0,0,0,0,0
1998-11-03,7.3802890336,18,0.13005,307.75,0,2.142857143,118.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1998-11-04,7.6486673935,18,0.134028,307.75,0,2.285714286,119.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1998-11-05,7.1084467558,18,0.141678,307.75,0,2.857142857,80.71428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-06,7.0687449248,18,0.138006,307.75,0,1.857142857,120,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-07,7.57016736,18,0.138006,307.75,0,2.928571429,106.4285714,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-08,7.295347735,18,0.140454,307.75,0,2.5,112.8571429,0.935483871,0,0,0,0,0,0,0,0,0
1998-11-09,7.6337922396,18,0.139536,307.75,0,5.142857143,107.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-10,7.4640139063,18,0.137394,307.75,0,3.357142857,104.2857143,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-11,7.4926172986,18,0.141372,307.75,0,3.285714286,112.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-12,7.5523843692,18,0.145656,307.71875,0,4.571428571,110,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-13,7.3878192905,18,0.147798,307.71875,0,3.357142857,87.85714286,0.903225806,0,0,0,0,0,0,0,0,0
1998-11-14,7.4983518785,18,0.144432,307.71875,0,3.571428571,102.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-15,7.5488972801,18,0.145962,307.71875,0,3.714285714,100.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-16,7.7435370463,18,0.142902,307.75,0,6.142857143,103.5714286,1.322580645,0,0,0,0,0,0,0,0,0
1998-11-17,7.6714782801,18,0.141678,307.75,0,4.785714286,107.8571429,1.225806452,0,0,0,0,0,0,0,0,0
1998-11-18,7.5464296736,18,0.141066,307.75,0,3.785714286,129.2857143,1.35483871,0,0,0,0,0,0,0,0,0
1998-11-19,7.5220200556,18,0.148104,307.71875,0,5.142857143,101.4285714,1.096774194,0,0,0,0,0,0,0,0,0
1998-11-20,7.5421432188,18,0.148104,307.71875,0,8.714285714,96.42857143,1.161290323,0,0,0,0,0,0,0,0,0
1998-11-21,7.4914935521,18,0.150858,307.71875,0,8.714285714,100,0.419354839,0,0,0,0,0,0,0,0,0
1998-11-22,7.5629498981,18,0.132192,307.75,0,19,131.4285714,2.677419355,0,0,0,0,0,0,0,0,0
1998-11-23,7.0362142141,18,0.130662,307.75,0,4.214285714,134.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1998-11-24,6.9893991852,18,0.132192,307.75,0,3.571428571,134.2857143,1.225806452,0,0,0,0,0,0,0,0,0
1998-11-25,6.8825158762,18,0.13311,307.75,0,5.571428571,127.1428571,1.193548387,0,0,0,0,0,0,0,0,0
1998-11-26,7.1849425822,18,0.13311,307.75,0,3.5,134.2857143,1.35483871,0,0,0,0,0,0,0,0,0
1998-11-27,7.2564105139,18,0.132804,307.75,0,2.357142857,127.8571429,1.451612903,0,0,0,0,0,0,0,0,0
1998-11-28,7.3399036863,18,0.131274,307.75,0,1.357142857,132.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-29,7.3096783935,18,0.132804,307.75,0,2.428571429,137.1428571,1.258064516,0,0,0,0,0,0,0,0,0
1998-11-30,7.4382256725,18,0.136476,307.75,0,12.92857143,159.2857143,2.161290323,0,0,0,0,0,0,0,0,0
1998-12-01,7.1561074907,15.5,0.133416,324.375,0,6.785714286,136.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1998-12-02,7.5123234016,15.5,0.133416,324.375,0,2.857142857,136.4285714,1.096774194,0,0,0,0,0,0,0,0,0
1998-12-03,7.9208224664,15.5,0.135252,324.375,0,3.5,81.42857143,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-04,8.0973432755,15.5,0.135558,324.375,0,0.928571429,120.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1998-12-05,8.0738372882,15.5,0.134946,324.375,0,0.785714286,115,0.741935484,0,0,0,0,0,0,0,0,0
1998-12-06,8.3015059201,15.5,0.134946,324.375,0,1.642857143,106.4285714,0.677419355,0,0,0,0,0,0,0,0,0
1998-12-07,8.0528336644,15.5,0.132498,324.375,0,5.214285714,132.1428571,1.129032258,0,0,0,0,0,0,0,0,0
1998-12-08,8.4201364306,15.5,0.134028,324.375,0,4.928571429,130.7142857,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-09,8.0304745926,15.5,0.133722,324.375,0,5.5,134.2857143,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-10,8.1089630417,15.5,0.135558,324.375,0,3.214285714,102.8571429,1.161290323,0,0,0,0,0,0,0,0,0
1998-12-11,7.910847772,15.5,0.135252,324.375,0,4.357142857,109.2857143,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-12,7.8341665856,15.5,0.135864,324.375,0,0.357142857,116.4285714,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-13,7.6696362627,15.5,0.1377,324.375,0,1.928571429,110.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-14,7.4500771389,15.5,0.140148,324.375,0,3.928571429,145,1.387096774,0,0,0,0,0,0,0,0,0
1998-12-15,7.5857144444,15.5,0.13923,324.375,0,3.714285714,135.7142857,1.35483871,0,0,0,0,0,0,0,0,0
1998-12-16,7.428992419,15.5,0.14076,324.375,0,3.785714286,142.1428571,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-17,7.4434852674,15.5,0.142596,324.375,0,1.214285714,127.1428571,1.161290323,0,0,0,0,0,0,0,0,0
1998-12-18,7.5866760012,15.5,0.143514,324.375,0,0.035714286,127.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-19,7.710971581,15.5,0.14382,324.375,0,0.035714286,135.7142857,0.903225806,0,0,0,0,0,0,0,0,0
1998-12-20,7.7167872569,15.5,0.142596,324.375,0,1.571428571,122.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1998-12-21,7.6402103356,15.5,0.141066,324.375,0,3.571428571,120.7142857,1.129032258,0,0,0,0,0,0,0,0,0
1998-12-22,7.8578926875,15.5,0.141678,324.375,0,1.071428571,119.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1998-12-23,7.8040803125,15.5,0.138312,324.375,0,2.214285714,117.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-12-24,8.223075397,15.5,0.125154,324.40625,0,1.142857143,110,0.709677419,0,0,0,0,0,0,0,0,0
1998-12-25,8.524760662,15.5,0.141066,324.375,0,2.214285714,127.8571429,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-26,9.1169864132,15.5,0.14688,324.34375,0,7.071428571,139.2857143,1.387096774,0,0,0,0,0,0,0,0,0
1998-12-27,9.8403197303,15.5,0.147798,324.34375,0,6.571428571,137.8571429,2.258064516,0,0,0,0,0,0,0,0,0
1998-12-28,8.9288226678,15.5,0.132498,324.375,0,6.642857143,149.2857143,1.548387097,0,0,0,0,0,0,0,0,0
1998-12-29,8.1918537928,15.5,0.138924,324.375,0,5.071428571,152.1428571,1.483870968,0,0,0,0,0,0,0,0,0
1998-12-30,8.337755419,15.5,0.135864,324.375,0,4.785714286,145.7142857,1.451612903,0,0,0,0,0,0,0,0,0
1998-12-31,8.8356328414,15.5,0.152388,324.34375,0,3.857142857,133.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-01,9.3939995926,14.5,0.155142,331.4375,0,7.357142857,145.7142857,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-02,9.2603639271,14.5,0.155754,331.4375,0,5.642857143,148.5714286,1.870967742,0,0,0,0,0,0,0,0,0
1999-01-03,9.5695492627,14.5,0.152694,331.4375,0,3.928571429,142.1428571,1.806451613,0,0,0,0,0,0,0,0,0
1999-01-04,9.5054959456,14.5,0.153306,331.4375,0,5.071428571,142.8571429,1.64516129,0,0,0,0,0,0,0,0,0
1999-01-05,9.5672078275,14.5,0.152082,331.4375,0,6.642857143,142.1428571,1.935483871,0,0,0,0,0,0,0,0,0
1999-01-06,9.3115973067,14.5,0.149328,331.4375,0,1,132.8571429,1.903225806,0,0,0,0,0,0,0,0,0
1999-01-07,8.5616426238,14.5,0.136476,331.46875,0,0.035714286,127.8571429,0.709677419,0,0,0,0,0,0,0,0,0
1999-01-08,8.3406436134,14.5,0.137088,331.46875,0,0.035714286,128.5714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-01-09,8.0868297384,14.5,0.135864,331.46875,0,0.035714286,169.2857143,1.516129032,0,0,0,0,0,0,0,0,0
1999-01-10,9.0410456493,14.5,0.141678,331.46875,0,6.142857143,155,0.838709677,0,0,0,0,0,0,0,0,0
1999-01-11,8.320926875,14.5,0.135558,331.46875,0,4,107.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-12,8.3812941701,14.5,0.135864,331.46875,0,4,124.2857143,1.258064516,0,0,0,0,0,0,0,0,0
1999-01-13,8.6397909155,14.5,0.134946,331.46875,0,2.857142857,117.8571429,1,0,0,0,0,0,0,0,0,0
1999-01-14,8.7876258773,14.5,0.133722,331.46875,0,0.928571429,124.2857143,0.967741935,0,0,0,0,0,0,0,0,0
1999-01-15,8.7669122917,14.5,0.133416,331.5,0,1.5,126.4285714,1.225806452,0,0,0,0,0,0,0,0,0
1999-01-16,8.5279120498,14.5,0.133416,331.5,0,1.285714286,117.8571429,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-17,8.2769148519,14.5,0.132192,331.5,0,1.5,120,0.903225806,0,0,0,0,0,0,0,0,0
1999-01-18,8.6081351771,14.5,0.126378,331.5,0,8.857142857,135.7142857,4.096774194,0,0,0,0,0,0,0,0,0
1999-01-19,10.9937560938,14.5,0.127296,331.5,0,7.428571429,143.5714286,1.935483871,0,0,0,0,0,0,0,0,0
1999-01-20,11.9940356829,14.5,0.130662,331.5,0,2.642857143,143.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-21,10.49260786,14.5,0.14382,331.46875,0,6.142857143,152.1428571,1.387096774,0,0,0,0,0,0,0,0,0
1999-01-22,9.971325603,14.5,0.141372,331.46875,0,2.714285714,145.7142857,1.161290323,0,0,0,0,0,0,0,0,0
1999-01-23,9.6503403623,14.5,0.140454,331.46875,0,4.285714286,143.5714286,1.35483871,0,0,0,0,0,0,0,0,0
1999-01-24,9.5599864711,14.5,0.139536,331.46875,0,3.642857143,139.2857143,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-25,9.4000154572,14.5,0.14076,331.46875,0,7.785714286,137.8571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-01-26,9.5367112153,14.5,0.143208,331.46875,0,6.285714286,134.2857143,1.870967742,0,0,0,0,0,0,0,0,0
1999-01-27,9.3605240255,14.5,0.14229,331.46875,0,7.5,137.8571429,1.903225806,0,0,0,0,0,0,0,0,0
1999-01-28,10.9082937153,14.5,0.136476,331.46875,0,2.857142857,142.1428571,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-29,10.7125868391,14.5,0.13617,331.46875,0,1,147.8571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-01-30,10.3595749398,14.5,0.135558,331.46875,0,0.714285714,140,1.419354839,0,0,0,0,0,0,0,0,0
1999-01-31,10.6459602627,14.5,0.13158,331.5,0,1,137.1428571,1.193548387,0,0,0,0,0,0,0,0,0
1999-02-01,9.7848919352,14.5,0.127296,331.5,0,5,140.7142857,1.548387097,0,0,0,0,0,0,0,0,0
1999-02-02,9.4569575856,14.5,0.124236,331.5,0,2.785714286,132.8571429,1.387096774,0,0,0,0,0,0,0,0,0
1999-02-03,9.2851929005,14.5,0.1224,331.5,0,2.857142857,125.7142857,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-04,9.2090430046,14.5,0.127908,331.5,0,3.571428571,130,1,0,0,0,0,0,0,0,0,0
1999-02-05,9.4226600972,14.5,0.127602,331.5,0,3,127.1428571,0.935483871,0,0,0,0,0,0,0,0,0
1999-02-06,10.0537847025,14.5,0.127602,331.5,0,5.5,140.7142857,1.290322581,0,0,0,0,0,0,0,0,0
1999-02-07,9.8548269282,14.5,0.124236,331.5,0,2.928571429,139.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-08,10.016841838,14.5,0.123012,331.5,0,2.642857143,136.4285714,1.483870968,0,0,0,0,0,0,0,0,0
1999-02-09,10.7184097176,14.5,0.124848,331.5,0,3.428571429,150,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-10,10.5142882593,14.5,0.124236,331.5,0,3.785714286,137.1428571,1.935483871,0,0,0,0,0,0,0,0,0
1999-02-11,10.2933934919,14.5,0.122706,331.5,0,2.214285714,126.4285714,1.193548387,0,0,0,0,0,0,0,0,0
1999-02-12,10.2676443843,14.5,0.121176,331.5,0,0.571428571,122.1428571,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-13,10.1943709028,14.5,0.119646,331.5,0,0.571428571,135.7142857,1.064516129,0,0,0,0,0,0,0,0,0
1999-02-14,9.5475935197,14.5,0.117504,331.53125,0,3.5,99.28571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-02-15,10.8276095,14.5,0.115668,331.53125,0,2.357142857,116.4285714,1.387096774,0,0,0,0,0,0,0,0,0
1999-02-16,9.9025014757,14.5,0.115362,331.53125,0,2,120,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-17,9.2281728935,14.5,0.1224,331.5,0,2.428571429,120,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-18,9.2824551088,14.5,0.121482,331.5,0,3,115,1.677419355,0,0,0,0,0,0,0,0,0
1999-02-19,9.3645542153,14.5,0.122706,331.5,0,3.428571429,122.8571429,1.774193548,0,0,0,0,0,0,0,0,0
1999-02-20,10.7110049722,14.5,0.12393,331.5,0,3.214285714,114.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1999-02-21,10.7984179363,14.5,0.123318,331.5,0,1.285714286,123.5714286,0.967741935,0,0,0,0,0,0,0,0,0
1999-02-22,10.2678754213,14.5,0.123012,331.5,0,1.857142857,120.7142857,1,0,0,0,0,0,0,0,0,0
1999-02-23,10.0593411505,14.5,0.121176,331.5,0,2.142857143,111.4285714,0.806451613,0,0,0,0,0,0,0,0,0
1999-02-24,9.9530293345,14.5,0.121176,331.5,0,1,117.8571429,1,0,0,0,0,0,0,0,0,0
1999-02-25,10.0829416111,14.5,0.121482,331.5,0,1.714285714,120.7142857,0.806451613,0,0,0,0,0,0,0,0,0
1999-02-26,9.4212276655,14.5,0.118422,331.5,0,1.642857143,118.5714286,0.709677419,0,0,0,0,0,0,0,0,0
1999-02-27,10.4672952708,14.5,0.116892,331.53125,0,1.857142857,113.5714286,0.903225806,0,0,0,0,0,0,0,0,0
1999-02-28,10.0323906481,14.5,0.120258,331.5,0,1.642857143,115.7142857,1,0,0,0,0,0,0,0,0,0
1999-03-01,9.7362985949,16,0.122094,320.9375,0,1.357142857,114.2857143,0.903225806,0,0,0,0,0,0,0,0,0
1999-03-02,9.0402524618,16,0.120258,320.96875,0,1.357142857,119.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1999-03-03,9.2391608785,16,0.119646,320.96875,0,0.571428571,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1999-03-04,9.4212124525,16,0.120564,320.96875,0,0.785714286,119.2857143,0.903225806,0,0,0,0,0,0,0,0,0
1999-03-05,9.0401944942,16,0.121482,320.96875,0,0.785714286,119.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-06,9.0008927789,16,0.12087,320.96875,0,1.571428571,110,0.967741935,0,0,0,0,0,0,0,0,0
1999-03-07,8.9493484051,16,0.120564,320.96875,0,1,102.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-08,8.7358670521,16,0.125766,320.9375,0,1.142857143,96.42857143,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-09,8.6336014387,16,0.12699,320.9375,0,0.035714286,114.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-10,8.8633715556,16,0.129438,320.9375,0,0.357142857,112.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-11,8.4867127257,16,0.126378,320.9375,0,0.035714286,107.8571429,0.64516129,0,0,0,0,0,0,0,0,0
1999-03-12,7.6860475139,16,0.12393,320.9375,0,2.714285714,109.2857143,0.774193548,0,0,0,0,0,0,0,0,0
1999-03-13,7.6783842581,16,0.12699,320.9375,0,7.857142857,114.2857143,1,0,0,0,0,0,0,0,0,0
1999-03-14,8.1571927685,16,0.124236,320.9375,0,4.285714286,112.8571429,0.806451613,0,0,0,0,0,0,0,0,0
1999-03-15,8.4040631898,16,0.126684,320.9375,0,5.5,113.5714286,0.451612903,0,0,0,0,0,0,0,0,0
1999-03-16,9.2222576632,16,0.124236,320.9375,0,1.642857143,120.7142857,0.483870968,0,0,0,0,0,0,0,0,0
1999-03-17,8.36887714,16,0.12393,320.9375,0,1.214285714,116.4285714,0.806451613,0,0,0,0,0,0,0,0,0
1999-03-18,7.8430920671,16,0.12393,320.9375,0,0.285714286,117.8571429,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-19,7.3653037789,16,0.124848,320.9375,0,3.428571429,114.2857143,1.193548387,0,0,0,0,0,0,0,0,0
1999-03-20,7.3790188021,16,0.127602,320.9375,0,2.428571429,118.5714286,1.483870968,0,0,0,0,0,0,0,0,0
1999-03-21,8.7661838623,16,0.130968,320.9375,0,3.428571429,118.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1999-03-22,14.1191238773,16,0.128826,320.9375,0,0.357142857,119.2857143,0.580645161,0,0,0,0,0,0,0,0,0
1999-03-23,13.1071452778,16,0.133722,320.9375,0,0.357142857,114.2857143,0.419354839,0,0,0,0,0,0,0,0,0
1999-03-24,11.8127160417,16,0.132804,320.9375,0,0.285714286,110,0.193548387,0,0,0,0,0,0,0,0,0
1999-03-25,11.4271998322,16,0.12699,320.9375,0,0.214285714,107.1428571,0.064516129,0,0,0,0,0,0,0,0,0
1999-03-26,11.6566337384,16,0.133416,320.9375,0,0.428571429,102.1428571,0.548387097,0,0,0,0,0,0,0,0,0
1999-03-27,10.8668663484,16,0.135864,320.9375,0,0.214285714,103.5714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-03-28,11.5079016736,16,0.132498,320.9375,0,0.214285714,102.8571429,0.709677419,0,0,0,0,0,0,0,0,0
1999-03-29,11.3731164988,16,0.138006,320.90625,0,0.214285714,99.28571429,0.935483871,0,0,0,0,0,0,0,0,0
1999-03-30,9.9772099954,16,0.13617,320.9375,0,0.214285714,98.57142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-03-31,10.2614344363,16.2,0.137394,319.5625,0,0.214285714,100,1.161290323,0,0,0,0,0,0,0,0,0
1999-04-01,10.7295985486,16.4,0.13617,318.21875,0,0.214285714,97.14285714,0.548387097,0,0,0,0,0,0,0,0,0
1999-04-02,11.485878853,16.6,0.134028,316.875,0,3,105.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-03,12.6099627315,16.8,0.132498,315.53125,0,1,107.1428571,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-04,11.6341156829,17,0.131886,314.21875,0,1.571428571,99.28571429,0.419354839,0,0,0,0,0,0,0,0,0
1999-04-05,11.2744515093,17.2,0.131886,312.90625,0,2.071428571,103.5714286,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-06,10.6689588438,17.4,0.128214,311.625,0,2,102.8571429,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-07,11.2020432963,17.6,0.127296,310.3125,0,1.357142857,102.1428571,0.806451613,0,0,0,0,0,0,0,0,0
1999-04-08,11.1894167882,17.8,0.125766,309.03125,0,2.857142857,104.2857143,1,0,0,0,0,0,0,0,0,0
1999-04-09,10.262614853,18,0.124236,307.78125,0,2.285714286,102.1428571,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-10,10.0721737164,18.2,0.12546,306.5,0,1.642857143,97.14285714,0.903225806,0,0,0,0,0,0,0,0,0
1999-04-11,9.9007013287,18,0.12393,307.78125,0,1.357142857,105,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-12,9.2844604792,17.5,0.126378,310.96875,0,0.285714286,105.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-13,9.2413865787,17.25,0.123012,312.59375,0,0.214285714,97.85714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-14,9.1592389109,17,0.123624,314.25,0,0.285714286,100.7142857,0.548387097,0,0,0,0,0,0,0,0,0
1999-04-15,8.8877863762,17.5,0.123624,310.96875,0,0.285714286,98.57142857,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-16,8.934848816,17.3,0.130356,312.25,0,0.035714286,99.28571429,0.483870968,0,0,0,0,0,0,0,0,0
1999-04-17,8.8622550891,17.1,0.129744,313.5625,0,1.928571429,105,0.903225806,0,0,0,0,0,0,0,0,0
1999-04-18,8.8118534074,17,0.124236,314.25,0,2.071428571,107.8571429,0.870967742,0,0,0,0,0,0,0,0,0
1999-04-19,8.459088015,17,0.125766,314.21875,0,1.928571429,105,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-20,8.2419097558,17.5,0.126684,310.96875,0,2.071428571,98.57142857,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-21,8.3971149329,18,0.125766,307.78125,0,2.071428571,107.8571429,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-22,8.3914683681,18.5,0.121176,304.625,0,3.285714286,108.5714286,0.806451613,0,0,0,0,0,0,0,0,0
1999-04-23,7.9386880451,19,0.120564,301.53125,0,2.642857143,107.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-24,7.9837330255,19.5,0.12087,298.5,0,2.714285714,110,1.096774194,0,0,0,0,0,0,0,0,0
1999-04-25,7.9089131377,20,0.123318,295.53125,0,3.142857143,108.5714286,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-26,7.5914996505,20,0.126684,295.53125,0,1.214285714,105,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-27,7.3700777697,20,0.124236,295.53125,0,0.928571429,110,1,0,0,0,0,0,0,0,0,0
1999-04-28,7.2078346759,20,0.124848,295.53125,0,1.428571429,111.4285714,1.258064516,0,0,0,0,0,0,0,0,0
1999-04-29,7.2631408692,19,0.125766,301.53125,0,1.928571429,111.4285714,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-30,6.6366735914,19,0.129744,301.53125,0,2.714285714,112.8571429,1.161290323,0,0,0,0,0,0,0,0,0
1999-05-01,6.3393787546,19,0.123624,301.53125,0,0.428571429,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1999-05-02,6.2547180556,19,0.12546,301.53125,0,1.571428571,117.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1999-05-03,5.9678832454,20,0.11934,295.53125,0,0.357142857,113.5714286,0.451612903,0,0,0,0,0,0,0,0,0
1999-05-04,5.3007017188,21,0.127602,289.71875,0,0.357142857,117.8571429,0.548387097,0,0,0,0,0,0,0,0,0
1999-05-05,6.0189951991,22,0.123012,284.125,0,0.035714286,111.4285714,0.838709677,0,0,0,0,0,0,0,0,0
1999-05-06,5.2891359861,21,0.1224,289.71875,0,0.214285714,105.7142857,0.838709677,0,0,0,0,0,0,0,0,0
1999-05-07,5.7045743194,20.6,0.12546,292.03125,0,1.714285714,113.5714286,1,0,0,0,0,0,0,0,0,0
1999-05-08,5.7384710799,20.3,0.128214,293.75,0,0.035714286,107.1428571,1,0,0,0,0,0,0,0,0,0
1999-05-09,6.7889922616,20,0.129744,295.53125,0,0.035714286,110,0.806451613,0,0,0,0,0,0,0,0,0
1999-05-10,6.1957757407,20,0.13923,295.5,0,1.071428571,109.2857143,0.806451613,0,0,0,0,0,0,0,0,0
1999-05-11,5.9275133866,20.5,0.125766,292.59375,0,1.357142857,109.2857143,1,0,0,0,0,0,0,0,0,0
1999-05-12,5.7256176887,21,0.125154,289.71875,0,1.928571429,107.8571429,0.903225806,0,0,0,0,0,0,0,0,0
1999-05-13,5.765221912,21,0.12546,289.71875,0,2,97.85714286,0.903225806,0,0,0,0,0,0,0,0,0
1999-05-14,5.6844125903,21,0.125766,289.71875,0,0.357142857,106.4285714,0.774193548,0,0,0,0,0,0,0,0,0
1999-05-15,6.0632048356,21,0.133416,289.71875,0,0.035714286,100,0.935483871,0,0,0,0,0,0,0,0,0
1999-05-16,6.0786335463,21,0.13158,289.71875,0,0.035714286,107.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1999-05-17,5.4736656852,21,0.138006,289.6875,0,0.714285714,117.1428571,0.935483871,0,0,0,0,0,0,0,0,0
1999-05-18,5.1729334352,21,0.130968,289.71875,0,0.035714286,104.2857143,0.612903226,0,0,0,0,0,0,0,0,0
1999-05-19,4.9164456227,21,0.130356,289.71875,0,0.357142857,100.7142857,0.35483871,0,0,0,0,0,0,0,0,0
1999-05-20,4.3035429954,21,0.124848,289.71875,0,1.214285714,112.1428571,1,0,0,0,0,0,0,0,0,0
1999-05-21,4.7793389086,21.3,0.125154,288.03125,0,1.5,119.2857143,1.193548387,0,0,0,0,0,0,0,0,0
1999-05-22,4.6560948322,21.6,0.13311,286.3125,0,2.785714286,100,0.903225806,0,0,0,0,0,0,0,0,0
1999-05-23,4.8005794861,22,0.134334,284.09375,0,2.071428571,110,1.032258065,0,0,0,0,0,0,0,0,0
1999-05-24,4.2265270486,23,0.136476,278.6875,0,2.642857143,110.7142857,0.903225806,0,0,0,0,0,0,0,0,0
1999-05-25,3.9719997269,22.5,0.140148,281.375,0,0.035714286,111.4285714,1.193548387,0,0,0,0,0,0,0,0,0
1999-05-26,3.9161663553,22,0.141066,284.09375,0,0.035714286,115,1.225806452,0,0,0,0,0,0,0,0,0
1999-05-27,3.9613040347,22,0.136476,284.09375,0,0.035714286,107.8571429,1.064516129,0,0,0,0,0,0,0,0,0
1999-05-28,3.5525940116,22.3,0.13158,282.46875,0,2.285714286,107.1428571,0.806451613,0,0,0,0,0,0,0,0,0
1999-05-29,3.8104854884,22.6,0.134028,280.84375,0,2.142857143,107.1428571,0.741935484,0,0,0,0,0,0,0,0,0
1999-05-30,4.19181825,23,0.13311,278.6875,0,1.142857143,107.1428571,0.709677419,0,0,0,0,0,0,0,0,0
1999-05-31,3.876631735,22,0.1377,284.09375,0,1.428571429,122.1428571,0.64516129,0,0,0,0,0,0,0,0,0
1999-06-01,3.6835826319,22,0.135864,284.09375,0,1.5,115,1.483870968,0,0,0,0,0,0,0,0,0
1999-06-02,3.5970638773,22,0.13617,284.09375,0,2.214285714,118.5714286,1.516129032,0,0,0,0,0,0,0,0,0
1999-06-03,3.5834048414,23,0.134028,278.6875,0,0.785714286,109.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1999-06-04,3.7455612269,23,0.131274,278.71875,0,4,118.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1999-06-05,4.0831757095,23,0.134946,278.6875,0,0.428571429,114.2857143,1.516129032,0,0,0,0,0,0,0,0,0
